maintenance_id,equipment_id,service_date,service_type,issue_reported,part_replaced,downtime_hours,service_cost,next_service_due_date,service_status
MAIN11357,EQX1273,2025-02-21,Hydraulic Service,Track Wear,Brake Pads,22.1,134933,2025-04-07,Completed
MAIN11358,EQX1049,2025-02-12,Hydraulic Service,Bucket Damage,Track Chain,43.1,16270,2025-03-14,In Progress
MAIN11359,EQX1125,2024-07-18,Preventive Maintenance,Fuel Leakage,Brake Pads,17.8,102276,2024-09-16,Completed
MAIN11360,EQX1031,2025-02-01,Corrective Maintenance,Low Engine Oil,Fuel Filter,42.5,38556,2025-03-18,Completed
MAIN11361,EQX1019,2024-08-23,Inspection,No Issue,None,39.0,144299,2024-10-07,Completed
MAIN11362,EQX1293,2024-07-25,Oil Change,Brake Wear,Hydraulic Pump,7.0,44814,2024-09-23,Completed
MAIN11363,EQX1025,2024-11-29,Corrective Maintenance,Fuel Leakage,Hydraulic Hose,24.5,105136,2025-01-28,Completed
MAIN11364,EQX1275,2025-03-22,Oil Change,Hydraulic Leakage,Hydraulic Hose,20.8,35245,2025-05-21,In Progress
MAIN11365,EQX1128,2025-05-28,Corrective Maintenance,Fuel Leakage,Track Chain,10.7,8964,2025-07-12,Scheduled
MAIN11366,EQX1268,2024-10-10,Corrective Maintenance,Battery Failure,Brake Pads,29.1,98557,2024-11-09,Completed
MAIN11367,EQX1295,2025-04-02,Corrective Maintenance,Fuel Leakage,Oil Filter,14.9,11814,2025-05-17,Completed
MAIN11368,EQX1086,2025-01-11,Preventive Maintenance,Bucket Damage,Track Chain,4.0,108582,2025-02-25,Completed
MAIN11369,EQX1170,2025-04-29,Hydraulic Service,Battery Failure,Hydraulic Hose,5.1,123310,2025-06-13,Scheduled
MAIN11370,EQX1127,2024-07-09,Emergency Repair,Bucket Damage,Fuel Filter,40.5,16100,2024-08-08,Completed
MAIN11371,EQX1210,2025-02-05,Hydraulic Service,Low Engine Oil,Hydraulic Hose,39.3,145586,2025-03-07,Completed
MAIN11372,EQX1021,2025-01-23,Preventive Maintenance,Engine Overheating,Engine Belt,31.6,31088,2025-03-09,Completed
MAIN11373,EQX1045,2025-06-30,Inspection,No Issue,None,47.5,104659,2025-08-14,In Progress
MAIN11374,EQX1080,2025-02-06,Emergency Repair,Bucket Damage,Engine Belt,13.1,86095,2025-03-08,Completed
MAIN11375,EQX1046,2025-06-01,Corrective Maintenance,Hydraulic Leakage,Fuel Filter,3.9,92361,2025-07-16,Completed
MAIN11376,EQX1149,2024-07-19,Corrective Maintenance,Engine Overheating,Battery,40.1,107841,2024-09-02,Completed
MAIN11377,EQX1043,2024-08-03,Preventive Maintenance,Transmission Fault,Engine Belt,37.6,31261,2024-10-02,In Progress
MAIN11378,EQX1029,2024-11-30,Preventive Maintenance,Bucket Damage,Hydraulic Pump,25.4,98390,2025-01-14,Completed
MAIN11379,EQX1163,2025-02-24,Preventive Maintenance,Low Engine Oil,Engine Belt,27.1,50363,2025-04-25,Completed
MAIN11380,EQX1179,2024-08-13,Inspection,No Issue,None,27.3,22185,2024-09-27,Completed
MAIN11381,EQX1090,2025-01-02,Preventive Maintenance,Bucket Damage,Brake Pads,38.9,68402,2025-03-03,Completed
MAIN11382,EQX1249,2024-08-26,Preventive Maintenance,Bucket Damage,Hydraulic Pump,12.0,76893,2024-10-10,Completed
MAIN11383,EQX1069,2025-05-17,Preventive Maintenance,Transmission Fault,Bucket Teeth,35.1,67940,2025-07-16,Completed
MAIN11384,EQX1217,2025-04-27,Emergency Repair,Low Engine Oil,Hydraulic Hose,40.7,95258,2025-05-27,Completed
MAIN11385,EQX1171,2025-05-18,Emergency Repair,Brake Wear,Brake Pads,40.0,83070,2025-07-17,Completed
MAIN11386,EQX1293,2024-10-23,Preventive Maintenance,Track Wear,Bucket Teeth,4.8,90479,2024-12-07,Completed
MAIN11387,EQX1024,2024-07-05,Preventive Maintenance,Battery Failure,Hydraulic Hose,25.0,19216,2024-08-04,Completed
MAIN11388,EQX1205,2025-03-12,Corrective Maintenance,Hydraulic Leakage,Hydraulic Pump,10.1,38263,2025-04-26,In Progress
MAIN11389,EQX1271,2024-09-05,Hydraulic Service,Track Wear,Battery,43.3,118447,2024-10-05,Completed
MAIN11390,EQX1126,2025-03-22,Corrective Maintenance,Bucket Damage,Battery,30.6,89736,2025-05-21,Completed
MAIN11391,EQX1028,2024-07-31,Emergency Repair,Bucket Damage,Brake Pads,7.7,29823,2024-09-29,Scheduled
MAIN11392,EQX1285,2024-07-11,Emergency Repair,Fuel Leakage,Hydraulic Hose,41.4,107713,2024-09-09,Completed
MAIN11393,EQX1300,2024-11-22,Oil Change,Engine Overheating,Engine Belt,16.6,107912,2025-01-06,Completed
MAIN11394,EQX1058,2025-02-28,Corrective Maintenance,Battery Failure,Battery,6.9,32215,2025-03-30,Completed
MAIN11395,EQX1024,2024-08-27,Preventive Maintenance,Low Engine Oil,Bucket Teeth,36.2,96296,2024-09-26,Completed
MAIN11396,EQX1261,2024-09-10,Inspection,No Issue,None,47.7,39808,2024-11-09,In Progress
MAIN11397,EQX1249,2025-03-30,Preventive Maintenance,Low Engine Oil,Engine Belt,27.9,36398,2025-04-29,Completed
MAIN11398,EQX1203,2024-08-20,Corrective Maintenance,Transmission Fault,Track Chain,10.0,101621,2024-09-19,Completed
MAIN11399,EQX1247,2025-03-07,Preventive Maintenance,Hydraulic Leakage,Brake Pads,21.3,36643,2025-04-21,In Progress
MAIN11400,EQX1020,2024-10-10,Corrective Maintenance,Low Engine Oil,Oil Filter,40.5,107592,2024-12-09,In Progress
MAIN11401,EQX1219,2024-07-12,Corrective Maintenance,Fuel Leakage,Oil Filter,27.2,79608,2024-08-11,Completed
MAIN11402,EQX1224,2024-10-18,Emergency Repair,Track Wear,Hydraulic Pump,34.1,48456,2024-12-17,Completed
MAIN11403,EQX1182,2024-09-13,Corrective Maintenance,Fuel Leakage,Hydraulic Hose,46.6,96791,2024-10-13,Completed
MAIN11404,EQX1191,2024-07-18,Emergency Repair,Battery Failure,Hydraulic Hose,11.4,21231,2024-09-01,Completed
MAIN11405,EQX1050,2024-11-20,Emergency Repair,Brake Wear,Brake Pads,16.3,89586,2025-01-19,Completed
MAIN11406,EQX1144,2024-12-05,Preventive Maintenance,Fuel Leakage,Engine Belt,42.2,114633,2025-01-19,Completed
MAIN11407,EQX1175,2024-11-07,Corrective Maintenance,Track Wear,Hydraulic Hose,35.7,95879,2024-12-07,Completed
MAIN11408,EQX1141,2024-12-22,Emergency Repair,Track Wear,Hydraulic Pump,18.1,40139,2025-02-05,Completed
MAIN11409,EQX1183,2024-09-12,Inspection,No Issue,None,9.8,46065,2024-11-11,Scheduled
MAIN11410,EQX1138,2025-06-29,Corrective Maintenance,Battery Failure,Fuel Filter,34.1,54822,2025-08-13,Completed
MAIN11411,EQX1191,2025-01-13,Hydraulic Service,Engine Overheating,Engine Belt,12.8,112452,2025-02-12,Completed
MAIN11412,EQX1241,2025-05-01,Corrective Maintenance,Brake Wear,Bucket Teeth,24.4,145009,2025-06-30,In Progress
MAIN11413,EQX1098,2025-06-16,Emergency Repair,Battery Failure,Bucket Teeth,42.1,106770,2025-07-31,Completed
MAIN11414,EQX1005,2025-06-06,Inspection,No Issue,None,17.4,34823,2025-07-21,Completed
MAIN11415,EQX1244,2025-03-22,Corrective Maintenance,Transmission Fault,Battery,34.8,31808,2025-04-21,Completed
MAIN11416,EQX1112,2024-08-24,Emergency Repair,Transmission Fault,Hydraulic Hose,21.9,61946,2024-09-23,Completed
MAIN11417,EQX1184,2024-12-22,Preventive Maintenance,Hydraulic Leakage,Bucket Teeth,22.9,101478,2025-01-21,Completed
MAIN11418,EQX1267,2025-02-02,Preventive Maintenance,Hydraulic Leakage,Hydraulic Pump,26.5,73930,2025-03-19,Completed
MAIN11419,EQX1265,2025-02-10,Preventive Maintenance,Transmission Fault,Hydraulic Hose,44.7,14997,2025-03-12,Completed
MAIN11420,EQX1135,2025-05-06,Corrective Maintenance,Battery Failure,Fuel Filter,46.1,123316,2025-07-05,Completed
MAIN11421,EQX1267,2025-01-30,Inspection,No Issue,None,33.0,72610,2025-03-01,Completed
MAIN11422,EQX1166,2024-10-07,Inspection,No Issue,None,17.9,33881,2024-11-06,Completed
MAIN11423,EQX1252,2024-12-31,Hydraulic Service,Low Engine Oil,Hydraulic Pump,30.2,77362,2025-01-30,In Progress
MAIN11424,EQX1055,2024-11-27,Emergency Repair,Transmission Fault,Engine Belt,34.6,64618,2024-12-27,In Progress
MAIN11425,EQX1231,2025-06-10,Corrective Maintenance,Engine Overheating,Hydraulic Pump,46.1,109276,2025-08-09,Completed
MAIN11426,EQX1023,2024-09-03,Corrective Maintenance,Low Engine Oil,Hydraulic Hose,28.7,103857,2024-11-02,Completed
MAIN11427,EQX1145,2024-11-23,Corrective Maintenance,Engine Overheating,Engine Belt,43.0,69825,2024-12-23,Completed
MAIN11428,EQX1287,2024-09-22,Preventive Maintenance,Track Wear,Fuel Filter,37.9,93420,2024-11-06,Scheduled
MAIN11429,EQX1206,2024-10-22,Emergency Repair,Low Engine Oil,Bucket Teeth,7.8,122936,2024-11-21,In Progress
MAIN11430,EQX1285,2024-11-28,Emergency Repair,Brake Wear,Engine Belt,28.3,132398,2025-01-27,Completed
MAIN11431,EQX1195,2025-02-25,Corrective Maintenance,Battery Failure,Oil Filter,17.9,138370,2025-03-27,Completed
MAIN11432,EQX1118,2024-07-24,Corrective Maintenance,Bucket Damage,Engine Belt,44.2,90558,2024-09-07,Completed
MAIN11433,EQX1267,2025-05-22,Preventive Maintenance,Low Engine Oil,Hydraulic Pump,43.1,85673,2025-07-21,Completed
MAIN11434,EQX1137,2024-11-03,Hydraulic Service,Battery Failure,Track Chain,36.0,124172,2024-12-18,In Progress
MAIN11435,EQX1092,2025-06-22,Inspection,No Issue,None,12.8,74109,2025-07-22,In Progress
MAIN11436,EQX1292,2024-11-19,Hydraulic Service,Transmission Fault,Engine Belt,45.7,93035,2025-01-18,Completed
MAIN11437,EQX1201,2024-12-11,Corrective Maintenance,Fuel Leakage,Engine Belt,35.4,55920,2025-02-09,Completed
MAIN11438,EQX1251,2024-12-23,Emergency Repair,Brake Wear,Fuel Filter,3.5,84606,2025-01-22,In Progress
MAIN11439,EQX1180,2025-04-12,Corrective Maintenance,Transmission Fault,Oil Filter,17.8,105051,2025-05-12,Completed
MAIN11440,EQX1210,2024-07-24,Emergency Repair,Bucket Damage,Engine Belt,27.0,6219,2024-08-23,Completed
MAIN11441,EQX1161,2025-03-13,Corrective Maintenance,Fuel Leakage,Hydraulic Hose,7.3,96085,2025-04-12,Completed
MAIN11442,EQX1040,2024-09-21,Emergency Repair,Engine Overheating,Battery,16.9,83109,2024-10-21,Completed
MAIN11443,EQX1009,2024-10-10,Corrective Maintenance,Engine Overheating,Hydraulic Pump,35.5,101703,2024-12-09,Completed
MAIN11444,EQX1040,2025-05-16,Corrective Maintenance,Engine Overheating,Hydraulic Hose,3.0,58952,2025-06-30,Completed
MAIN11445,EQX1099,2025-05-24,Emergency Repair,Battery Failure,Brake Pads,9.3,107945,2025-07-08,Completed
MAIN11446,EQX1226,2024-08-29,Corrective Maintenance,Brake Wear,Oil Filter,8.0,91723,2024-09-28,Completed
MAIN11447,EQX1010,2025-02-20,Preventive Maintenance,Fuel Leakage,Brake Pads,34.0,43622,2025-03-22,Completed
MAIN11448,EQX1126,2025-04-27,Emergency Repair,Brake Wear,Oil Filter,35.7,126580,2025-05-27,Completed
MAIN11449,EQX1239,2024-10-14,Preventive Maintenance,Low Engine Oil,Oil Filter,25.0,117772,2024-11-13,Completed
MAIN11450,EQX1213,2025-05-09,Oil Change,Hydraulic Leakage,Fuel Filter,3.0,12775,2025-06-08,Completed
MAIN11451,EQX1266,2024-08-22,Preventive Maintenance,Bucket Damage,Track Chain,17.9,77324,2024-10-21,In Progress
MAIN11452,EQX1145,2025-01-29,Hydraulic Service,Hydraulic Leakage,Track Chain,16.2,21133,2025-03-30,Completed
MAIN11453,EQX1103,2025-01-13,Preventive Maintenance,Battery Failure,Fuel Filter,24.5,7877,2025-02-12,Completed
MAIN11454,EQX1088,2024-07-04,Inspection,No Issue,None,47.2,55943,2024-08-18,Completed
MAIN11455,EQX1009,2024-09-22,Emergency Repair,Fuel Leakage,Battery,40.8,68109,2024-11-21,Completed
MAIN11456,EQX1094,2025-02-23,Corrective Maintenance,Engine Overheating,Brake Pads,2.3,30185,2025-03-25,Completed
MAIN11457,EQX1247,2025-01-26,Inspection,No Issue,None,12.7,9337,2025-02-25,Completed
MAIN11458,EQX1212,2024-09-25,Preventive Maintenance,Hydraulic Leakage,Hydraulic Pump,46.0,121420,2024-11-09,Completed
MAIN11459,EQX1187,2025-01-13,Inspection,No Issue,None,27.3,136857,2025-03-14,In Progress
MAIN11460,EQX1128,2025-03-18,Corrective Maintenance,Brake Wear,Battery,34.2,65698,2025-05-02,In Progress
MAIN11461,EQX1237,2024-07-24,Preventive Maintenance,Low Engine Oil,Hydraulic Pump,37.6,133479,2024-09-22,In Progress
MAIN11462,EQX1217,2024-08-20,Emergency Repair,Brake Wear,Bucket Teeth,7.9,65396,2024-10-19,Completed
MAIN11463,EQX1097,2024-11-15,Hydraulic Service,Hydraulic Leakage,Bucket Teeth,33.3,144937,2025-01-14,Completed
MAIN11464,EQX1016,2024-11-08,Inspection,No Issue,None,12.0,112464,2024-12-08,Completed
MAIN11465,EQX1015,2024-08-24,Preventive Maintenance,Low Engine Oil,Hydraulic Pump,41.2,111540,2024-09-23,Scheduled
MAIN11466,EQX1129,2024-12-10,Corrective Maintenance,Brake Wear,Hydraulic Hose,22.0,49573,2025-02-08,Completed
MAIN11467,EQX1130,2025-04-03,Inspection,No Issue,None,3.5,54233,2025-05-03,Completed
MAIN11468,EQX1102,2025-06-24,Corrective Maintenance,Hydraulic Leakage,Engine Belt,16.1,32535,2025-08-23,Completed
MAIN11469,EQX1248,2024-07-20,Corrective Maintenance,Battery Failure,Engine Belt,11.8,78311,2024-08-19,Completed
MAIN11470,EQX1190,2025-06-25,Emergency Repair,Fuel Leakage,Hydraulic Pump,7.5,51202,2025-08-09,Scheduled
MAIN11471,EQX1121,2025-02-08,Preventive Maintenance,Brake Wear,Oil Filter,43.0,137456,2025-03-25,Completed
MAIN11472,EQX1285,2025-05-06,Emergency Repair,Transmission Fault,Bucket Teeth,43.8,70558,2025-07-05,Completed
MAIN11473,EQX1213,2025-05-16,Preventive Maintenance,Low Engine Oil,Oil Filter,18.5,18516,2025-06-30,Completed
MAIN11474,EQX1097,2024-11-11,Corrective Maintenance,Hydraulic Leakage,Hydraulic Hose,23.5,11502,2024-12-26,Completed
MAIN11475,EQX1220,2024-07-28,Corrective Maintenance,Battery Failure,Track Chain,21.2,50480,2024-08-27,Completed
MAIN11476,EQX1124,2025-05-02,Preventive Maintenance,Fuel Leakage,Engine Belt,34.9,128897,2025-07-01,In Progress
MAIN11477,EQX1122,2024-10-13,Emergency Repair,Hydraulic Leakage,Bucket Teeth,29.2,103034,2024-11-12,In Progress
MAIN11478,EQX1151,2024-08-25,Corrective Maintenance,Low Engine Oil,Track Chain,40.3,64664,2024-10-24,Scheduled
MAIN11479,EQX1150,2025-02-12,Corrective Maintenance,Track Wear,Bucket Teeth,17.5,67604,2025-03-29,Completed
MAIN11480,EQX1226,2025-03-10,Preventive Maintenance,Brake Wear,Battery,46.1,46260,2025-05-09,Completed
MAIN11481,EQX1194,2025-06-22,Inspection,No Issue,None,34.0,81973,2025-07-22,Completed
MAIN11482,EQX1294,2024-08-09,Hydraulic Service,Engine Overheating,Battery,26.4,137223,2024-09-08,Completed
MAIN11483,EQX1115,2025-06-25,Corrective Maintenance,Track Wear,Bucket Teeth,13.9,68979,2025-08-24,In Progress
MAIN11484,EQX1165,2024-09-30,Corrective Maintenance,Brake Wear,Battery,42.5,136386,2024-11-14,Completed
MAIN11485,EQX1073,2025-01-24,Hydraulic Service,Bucket Damage,Brake Pads,19.2,132413,2025-03-10,Completed
MAIN11486,EQX1186,2024-09-12,Preventive Maintenance,Hydraulic Leakage,Bucket Teeth,9.4,109614,2024-11-11,Completed
MAIN11487,EQX1044,2024-12-03,Inspection,No Issue,None,39.4,108104,2025-01-02,Scheduled
MAIN11488,EQX1228,2024-10-22,Hydraulic Service,Brake Wear,Engine Belt,15.8,87594,2024-12-21,Completed
MAIN11489,EQX1266,2025-04-06,Preventive Maintenance,Brake Wear,Hydraulic Hose,22.5,130040,2025-05-06,Scheduled
MAIN11490,EQX1218,2024-09-05,Emergency Repair,Fuel Leakage,Battery,43.5,80293,2024-11-04,Completed
MAIN11491,EQX1026,2025-05-21,Emergency Repair,Low Engine Oil,Hydraulic Pump,17.7,40660,2025-07-20,Completed
MAIN11492,EQX1054,2025-01-04,Emergency Repair,Battery Failure,Brake Pads,12.0,57921,2025-03-05,Completed
MAIN11493,EQX1006,2025-01-15,Corrective Maintenance,Transmission Fault,Track Chain,39.2,147732,2025-02-14,Completed
MAIN11494,EQX1082,2025-04-25,Emergency Repair,Battery Failure,Oil Filter,19.7,122948,2025-05-25,Completed
MAIN11495,EQX1040,2025-06-01,Corrective Maintenance,Hydraulic Leakage,Track Chain,23.6,118034,2025-07-16,Completed
MAIN11496,EQX1065,2025-02-27,Corrective Maintenance,Low Engine Oil,Engine Belt,8.2,8837,2025-04-13,In Progress
MAIN11497,EQX1212,2024-10-27,Inspection,No Issue,None,10.0,99867,2024-12-11,Completed
MAIN11498,EQX1028,2025-05-03,Hydraulic Service,Battery Failure,Hydraulic Hose,41.4,9453,2025-06-02,Completed
MAIN11499,EQX1091,2025-06-03,Corrective Maintenance,Fuel Leakage,Battery,35.4,95463,2025-08-02,Completed
